inst_name,code,num_grants,state
"123 SEE, INC.",MA,2,Massachusetts
"1442 S. FALLON STREET, LLC",PA,1,Pennsylvania
2INNOVATE LLC,MI,1,Michigan
"2KR SYSTEMS, LLC",NH,2,New Hampshire
2PI INC.,MA,1,Massachusetts
2WITECH SOLUTIONS LLC,MA,1,Massachusetts
"37DEGREES, INC.",IL,1,Illinois
3D MICROFLUIDICS LLC,NY,1,New York
3DFortify Inc.,MA,1,Massachusetts
"3FATES-XRAY, INC.",CA,1,California
"3I Diagnostics, Inc.",MD,1,Maryland
"3VO MEDICAL, INC",CA,1,California
"4-D AVIONIC SYSTEMS, LLC",KS,2,Kansas
"42BIO, LLC",FL,1,Florida
"4thought Technologies, Inc.",NY,1,New York
A CUBED DESIGN LLC,IL,1,Illinois
"A-Alpha Bio, Inc.",WA,2,Washington
AALMV INC.,FL,2,Florida
AAVSO,MA,2,Massachusetts
ABBERIT LLC,WA,1,Washington
"ABSCO THERAPEUTICS, INC.",MA,1,Massachusetts
"ABSTRACTIVE HEALTH, INC.",NY,2,New York
"ACADEMIC WEB PAGES, INC.",NJ,1,New Jersey
"ACATECHOL, INC.",CA,2,California
ACLARITY INC.,MA,1,Massachusetts
"ACRIGEN BIOSCIENCES, INC.",CA,2,California
"ACROSS AI, INC",CA,1,California
"ACTIVATE GLOBAL, INC.",CA,2,California
ACTIVECHARGE LLC,MD,1,Maryland
ACTUALIZATION AI LLC,FL,1,Florida
ADA TECH LLC,MA,1,Massachusetts
ADAPTIVE WAVES INC.,MA,1,Massachusetts
ADAVANCE NANOLYTICS INC,TX,1,Texas
ADAXIUS CORP,MI,1,Michigan
ADDEN ENERGY INC,MA,1,Massachusetts
"ADEPT MATERIALS, INC",RI,2,Rhode Island
ADIALANTE L.L.C.,MN,2,Minnesota
ADVANCED CARPET RECYCLING LLC,TX,1,Texas
ADVANCED GROWING RESOURCES INC.,NY,2,New York
"ADVANCED REGENERATIVE MANUFACTURING INSTITUTE, INC.",NH,1,New Hampshire
"ADVANCED REMOTE SENSING, INC.",SD,1,South Dakota
ADVENT Diamond,AZ,1,Arizona
ADVISORY AEROSPACE OSC LLC,MN,2,Minnesota
"AEON SCIENCES, LLC",WV,1,West Virginia
AEPNUS TECHNOLOGY INC,CA,1,California
"AERHART, LLC",CA,1,California
"AERIS WATER TECHNOLOGIES, LLC",GA,1,Georgia
AEROMUTABLE CORPORATION,CA,2,California
"AEROSENS, LLC",FL,1,Florida
"AEROSHIELD MATERIALS, INC.",MA,2,Massachusetts
"AESIR TECHNOLOGIES, INC.",MO,1,Missouri
AFFECTIFI INC.,NY,1,New York
AFFERENCE INC,CO,1,Colorado
"AG350, INC.",NJ,1,New Jersey
"AGIL THERAPEUTICS, INC.",CA,1,California
AGRAFILMS INC,WI,1,Wisconsin
AGTEC INNOVATIONS INC,CA,1,California
AI ACUITY,CA,1,California
AI LINEAR INC.,CA,2,California
"AI METRICS, LLC",AL,1,Alabama
AI POW LLC,TX,2,Texas
AI SENSE LLC,MD,1,Maryland
AI-NEOTECH LLC,FL,1,Florida
"AI-RIS, LLC",TX,1,Texas
"AIDAR HEALTH, INC",MD,2,Maryland
AIFLY VENTURES,CA,1,California
AIKIDO TECHNOLOGIES INC,CA,1,California
"AIR COMPANY HOLDINGS, INC.",NY,2,New York
"AIR FORCE, UNITED STATES DEPARTMENT OF THE",CA,1,California
"AIRITY TECHNOLOGIES, INC.",CA,1,California
"AIRMETTLE, INC.",TX,1,Texas
AIROMATIX INC.,OR,1,Oregon
"AKORN TECHNOLOGY, INC.",CA,2,California
AKROBOTIX LLC,NY,1,New York
"AKTTYVA THERAPEUTICS, INC.",MA,2,Massachusetts
"AL-POWER, INC.",LA,1,Louisiana
ALAMO COMMUNITY COLLEGE DISTRICT - St. Philip's College,TX,3,Texas
ALASKA CONSERVATION FOUNDATION,AK,1,Alaska
ALCHEMY COATINGS INC,OR,1,Oregon
"ALERJE, INC.",MI,2,Michigan
ALGOFACE INC,AZ,1,Arizona
ALIENBYTE SCIENTIFIC SOFTWARE INC,MD,1,Maryland
"ALIRO TECHNOLOGIES, INC.",MA,1,Massachusetts
ALL-IN PEPPERS AND SPECIALTY PRODUCE LLC,WI,1,Wisconsin
"ALLBEAMS, INC.",FL,1,Florida
"ALLIUM ENGINEERING, INC",MA,1,Massachusetts
ALLOY ENTERPRISES INC.,MA,2,Massachusetts
"ALSUS MEDICAL, INC.",CA,1,California
"ALTAY THERAPEUTICS, INC.",CA,1,California
"ALTECT, INC.",TX,1,Texas
"ALTERNATIVE ENERGY MATERIALS, LLC",WA,1,Washington
"ALTYX SURGICAL, INC.",IL,2,Illinois
ALUMINIO INC.,CA,1,California
"ALVA HEALTH, INC.",TX,1,Texas
"AM BATTERIES, Inc.",MA,1,Massachusetts
"AMBOTS, INC.",AR,1,Arkansas
"AMCYT, INC.",CA,1,California
AMERICAN MAGNET CO LLC,FL,1,Florida
AMERICAN PRIME SUSTAINABLE SOLUTIONS LLC,OK,1,Oklahoma
AMHYTECH LLC,MI,1,Michigan
AMIE HEALTH INC.,CO,1,Colorado
"AMPHIX BIO, INC.",IL,2,Illinois
AMRF LLC,CA,1,California
"ANCILIA, INC.",NY,1,New York
ANELLO PHOTONICS INC.,CA,1,California
"ANEURISK, INC.",PA,1,Pennsylvania
ANGEL CAPITAL ASSOCIATION,KS,1,Kansas
"ANGIOINSIGHT, INC.",MI,1,Michigan
ANKYRBIO LLC,PA,1,Pennsylvania
"ANOVA BIOMEDICAL, INC.",NY,1,New York
ANTELOPE VALLEY UNION HIGH SCHOOL DISTRICT,CA,1,California
ANVIL DIAGNOSTICS INC.,MA,1,Massachusetts
"ANYGLABS, INC.",CA,2,California
APERTUREDATA INC.,CA,1,California
"APEXQUANTUM, INC.",MD,1,Maryland
"APOGEE SEMICONDUCTOR, INC.",TX,2,Texas
APPLIED IMPULSE INC.,OH,1,Ohio
"APPLIED OCEAN SCIENCES, LLC",VA,2,Virginia
"APPLIED RESEARCH TEAM, INC.",CO,1,Colorado
APPLIED SCIENCE & TECHNOLOGY ORGANIZATION OF AMERICA CORP,IL,1,Illinois
APPLIED SENTIENCE INC.,CA,1,California
AQUA SCIENCE LLC,DE,2,Delaware
"AQUAGENX, LLC",NC,1,North Carolina
"AQUAGGA, INC.",WA,2,Washington
"AQUAPAO, INC.",NJ,1,New Jersey
"AQUAVEO, LLC",UT,1,Utah
"AQUEDUCT FLUIDICS, LLC",PA,2,Pennsylvania
"ARACARI BIOSCIENCES, INC.",CA,1,California
ARCLET LLC,NC,1,North Carolina
"ARCTURA, INC.",RI,2,Rhode Island
ARED LLC,AK,1,Alaska
"AREN, INC.",NY,1,New York
"ARINNA, INC",CA,1,California
ARITH INC.,CA,1,California
ARIX Technologies Inc,LA,1,Louisiana
ARKANSAS RESEARCH ALLIANCE,AR,1,Arkansas
"ARMADA MARINE ROBOTICS, INC.",MA,1,Massachusetts
"ARROWHEAD BIO, INC.",MO,1,Missouri
ARTEMIS INTELLIGENCE LLC,OH,1,Ohio
"ARTIMATIC TECHNOLOGIES, INC.",GA,1,Georgia
ARTIMUS ROBOTICS INC,CO,2,Colorado
ARTYC PBC,CA,1,California
ARZEDA Corp.,WA,2,Washington
ASANTE BIO LLC,VA,2,Virginia
ASIMICA LLC,WY,1,Wyoming
"ASPERO MEDICAL, INC.",CO,2,Colorado
ASPIRING UNIVERSE CORPORATION,IL,1,Illinois
"ASSISTANCE IN MOTION, INC.",NY,1,New York
"ASSISTMENTS FOUNDATION, INC.",MA,2,Massachusetts
ASTEK DIAGNOSTICS LLC,MD,3,Maryland
ASTERION AI INC.,TX,2,Texas
ASTRABEAM LLC,NY,1,New York
"ASTRIA BIOSCIENCES, INC.",PA,1,Pennsylvania
"ASTROFORGE, INC.",CA,1,California
"ASTROLABE ANALYTICS, INC.",WA,2,Washington
"ATEL, LLC",MA,1,Massachusetts
ATHEM L.L.C.,NC,2,North Carolina
"ATHERAXON, INC.",GA,1,Georgia
ATLANTA ANALYTICS LLC,GA,1,Georgia
ATLAS AI P.B.C.,CA,1,California
"ATMOSENSE, INC.",CA,1,California
"ATMOSPHERIC & SPACE TECHNOLOGY RESEARCH ASSOCIATES, L.L.C.",CO,8,Colorado
ATOLLA TECH LLC,NY,1,New York
ATOM BIOWORKS INC,NC,2,North Carolina
ATOM COMPUTING INC.,CA,1,California
ATOM LIMBS INC.,CA,1,California
ATOMOS 3D LLC,IN,1,Indiana
ATRILITY MEDICAL LLC,WI,1,Wisconsin
"AUCTUS BIOLOGICS, INC.",NY,1,New York
"AUDIOT, INC.",CA,1,California
AUGRAY LLC,WI,1,Wisconsin
"AUGUSTA UNIVERSITY RESEARCH INSTITUTE, INC.",GA,28,Georgia
"AURA INTELLIGENT SYSTEMS, INC.",MA,1,Massachusetts
"AURAL ANALYTICS, INC.",AZ,1,Arizona
AUTHENTAG LLC,VA,1,Virginia
"AUTOMAT SOLUTIONS, INC.",CA,1,California
AUXILIUM HEALTH INC,OH,1,Ohio
"AV-CONNECT, INC.",CA,2,California
"AVALANCHE ENERGY DESIGNS, INC.",WA,1,Washington
"AVANPORE, LLC",MA,1,Massachusetts
"AVANT GENOMICS, LLC",VA,1,Virginia
"AVICENATECH, CORP.",CA,2,California
"AVIOR, INC.",NC,1,North Carolina
AXILEA LLC,OH,1,Ohio
AXPRO SEMI,CA,1,California
Aaniiih Nakoda College,MT,9,Montana
"Abbrescia, Leonardo Enrique",MI,1,Michigan
"Abdelrahman, Mustafa Kamal",TX,1,Texas
"Aboody, Rotem",CT,1,Connecticut
"Abrahams, Richard S",MO,1,Missouri
"Abram Scientific, Inc.",CA,1,California
"Abrishami, Tara",NJ,1,New Jersey
"Abugaber, David",IL,1,Illinois
Academy of Natural Sciences Philadelphia,PA,6,Pennsylvania
"Accelerate Wind, Inc.",MO,1,Missouri
Access Sensor Technologies,CO,1,Colorado
"Achenjang, Niven",MA,1,Massachusetts
"Ackerman, Katherine Louise",HI,1,Hawaii
"ActivSignal, LLC",MA,1,Massachusetts
"Active Energy Systems, Inc.",TN,1,Tennessee
Active Therapy Systems LLC,KY,1,Kentucky
"Adam, Kirsten",CA,1,California
Adams State University,CO,1,Colorado
"Adams, Katie N",KS,1,Kansas
Additive Manufacturing Innovations LLC,NY,1,New York
"Adebowale, Omokolade",CA,1,California
Adelphi University,NY,5,New York
"Adhikari, Arka",NJ,1,New Jersey
Adler Planetarium,IL,3,Illinois
"Administrative Resource Center, Treasury Franchise Services",WV,6,West Virginia
"Adriazola, Jimmie",NJ,1,New Jersey
Advaita Corporation,MI,1,Michigan
AdvanceH2O Corp.,NY,1,New York
"Advanced Cooling Technologies, Inc.",PA,1,Pennsylvania
Advanced Paving Technolgies Inc.,CA,1,California
Aerodyne Research Inc,MA,7,Massachusetts
"Aerogel Technologies, LLC",WI,1,Wisconsin
Aerosol Devices Inc.,CO,1,Colorado
Aerospace Corporation,CA,2,California
Afsartech Inc.,NJ,1,New Jersey
"Agile Focus Designs, LLC",MT,1,Montana
Agile RF Systems LLC,CO,1,Colorado
Agnes Scott College,GA,4,Georgia
"Agrawal, Devanshu",TN,1,Tennessee
"AgroSpheres, Inc.",VA,1,Virginia
"Aguilar, Jessica",CA,1,California
"Agwamba, Kennedy",CA,1,California
Air Force Institute of Tech,OH,3,Ohio
"Ajala, Rasheed",LA,1,Louisiana
"Akan, Melisa",MA,1,Massachusetts
"Akanocure Pharmaceuticals, Inc.",IN,3,Indiana
"Akhtar, Alliya",NJ,1,New Jersey
"Akopyan, Maria",CA,1,California
"Alaasam, Valentina",NV,1,Nevada
Alabama A&M University,AL,30,Alabama
Alabama State University,AL,19,Alabama
"Alama Bronsard, Yvonne",WV,1,West Virginia
Alamance Community College,NC,1,North Carolina
Alamo Community College District Northeast Lakeview College,TX,1,Texas
Alaska Native Tribal Health Consortium,AK,2,Alaska
Alaska Pacific University,AK,4,Alaska
Albany College of Pharmacy,NY,1,New York
Albany State University,GA,12,Georgia
Albert Einstein College of Medicine,NY,1,New York
Albion College,MI,1,Michigan
Albright College,PA,1,Pennsylvania
"Albright, John A",IL,1,Illinois
"Albritton, Dallas",MN,1,Minnesota
"Albuja, Analia",NJ,1,New Jersey
"Alcalde, Reinaldo Enrique",TX,1,Texas
"Alchemie Solutions, Inc.",MI,2,Michigan
Alcorn State University,MS,2,Mississippi
"Alders, Wolfgang",CA,1,California
Alfred University,NY,5,New York
Algebra Project Inc,MA,1,Massachusetts
"Ali, Omer",NC,1,North Carolina
"Alicea-Serrano, Angela M",OH,1,Ohio
Allan Hancock College,CA,2,California
"Allard, Corey Albert Harris",MA,1,Massachusetts
Allegheny College,PA,4,Pennsylvania
"Allegro 3D, Inc",CA,1,California
Allen Institute,WA,3,Washington
"Allen, Matthew L",KS,1,Kansas
"Allen, Raymond Lance",WI,1,Wisconsin
"Alligant Scientific, LLC",CO,1,Colorado
Allison Simler-Williamson,ID,1,Idaho
Alma College,MI,2,Michigan
"Alpoge, Levent",NJ,1,New Jersey
"Altigg Therapeutics, Inc.",MA,1,Massachusetts
"Altrix Medical, Inc.",VA,1,Virginia
"Alvarez Loya, Allen",CA,1,California
"Alvear, Oscar Enrique",IL,1,Illinois
Alvernia University,PA,1,Pennsylvania
Alverno College,WI,2,Wisconsin
"Alves, Michael R",CA,1,California
"Alweiss, Ryan",NJ,1,New Jersey
Amarillo College,TX,1,Texas
Amber Agriculture,IL,1,Illinois
"Amberstone Biosciences, Inc.",CA,1,California
"Ambi Robotics, Inc.",CA,2,California
"Ameer, Safwa",TX,1,Texas
"Amemiya, Jamie",CA,1,California
American Association for Aerosol Research,MA,1,Massachusetts
American Association of Physics Teachers,MD,6,Maryland
American Association of Variable Star Observrs,MA,1,Massachusetts
American Bar Foundation,IL,5,Illinois
American Council of Learned Societies,NY,1,New York
American Geological Institute,VA,2,Virginia
American Indian Higher Education Consortium,VA,11,Virginia
American Indian Science and Engineering Society (AISES),NM,5,New Mexico
American Institute of Biological Sciences,VA,4,Virginia
American Institute of Chemical Engineers,NY,37,New York
American Institute of Mathematics,CA,9,California
American Institute of Physics,MD,1,Maryland
American Institutes for Research in the Behavioral Sciences,VA,26,Virginia
American Mathematical Association of Two-Year College,TN,4,Tennessee
American Mathematical Society,RI,5,Rhode Island
American Meteorological Society,MA,8,Massachusetts
American Modeling Teachers Association,CA,1,California
American Museum Natural History,NY,51,New York
American Nanotechnologies Inc.,TN,1,Tennessee
American Philosophical Society,PA,1,Pennsylvania
American Physical Society,MD,11,Maryland
American Physiological Society,MD,1,Maryland
American Society For Cell Biology,MD,2,Maryland
American Society for Biochemistry and Molecular Biology,MD,3,Maryland
American Society of Mechanical Engineers,NY,1,New York
American Society of Plant Biologists,MD,4,Maryland
American Sociological Assoc,PA,2,Pennsylvania
American Statistical Association,VA,4,Virginia
American University of Beirut,NY,1,New York
Amherst College,MA,36,Massachusetts
"Ammerman, Lauren",TX,1,Texas
Amorphyx Incorporated,OR,1,Oregon
"AmpX Technologies, Inc.",MD,1,Maryland
"Amplified Sciences, LLC",IN,1,Indiana
Anaflash Inc.,CA,1,California
Anderson University,SC,2,South Carolina
"Anderson, Amy Susan",CA,1,California
"Anderson, Andrew P",OR,1,Oregon
"Anderson, John Robert Lacayo",NJ,1,New Jersey
"Anderson, Nolan Thomas",CA,1,California
Andluca Technologies Inc.,NJ,1,New Jersey
Andrews                 Holly          M,CA,1,California
Andrews University,MI,4,Michigan
"Anele, Anuoluwapo O",NC,1,North Carolina
Angelo State University,TX,6,Texas
Anita Borg Institute for Women and Technology,IL,1,Illinois
Ann & Robert H. Lurie Children's Hospital of Chicago,IL,1,Illinois
Anne Arundel Community College,MD,1,Maryland
"Anneberg, Thomas",NY,1,New York
Anomalee Incorporated,PA,1,Pennsylvania
"Ansa Biotechnologies, Inc.",CA,1,California
Antelope Valley College,CA,1,California
Antithesis Foods Inc.,PA,1,Pennsylvania
"Antonson, Nicholas Dolan",IL,1,Illinois
"Antora Energy, Inc.",CA,1,California
"Apigo, Austen",CA,1,California
Appalachian College Association,TN,1,Tennessee
Appalachian State University,NC,34,North Carolina
"Appel, Sabrina Marbut",NJ,1,New Jersey
Applied Computer Security Associates,MD,4,Maryland
Arapahoe Community College,CO,2,Colorado
Arcadia University,PA,2,Pennsylvania
ArchDia LLC,PA,1,Pennsylvania
Archaeology Southwest,AZ,3,Arizona
"Archbold Expeditions, Inc.",FL,2,Florida
Arieca Inc.,PA,2,Pennsylvania
Arizona State University,AZ,808,Arizona
Arizona Technology Council Foundation,AZ,2,Arizona
Arizona Western College,AZ,1,Arizona
Arkansas Childrens Hospital Research Institute,AR,1,Arkansas
Arkansas Science & Technology Authority,AR,2,Arkansas
Arkansas State University - Newport,AR,1,Arkansas
Arkansas State University Main Campus,AR,14,Arkansas
Arkansas Tech University,AR,1,Arkansas
"Armstrong-Carter, Emma",NC,1,North Carolina
"Arrowsmith, Kathleen Caroline",WA,1,Washington
Articulate.AI Inc.,NY,1,New York
"Artiushin, Gregory",MD,1,Maryland
"Asaba, Mika",MA,1,Massachusetts
Ascribe Bioscience Inc.,NY,1,New York
"Ashley, Caleb J",MA,1,Massachusetts
Aspen Center For Physics,CO,1,Colorado
Aspen Global Change Institute,CO,6,Colorado
"Associated Universities, Inc.",VA,24,Virginia
Association For Symbolic Logic,CT,4,Connecticut
"Association for Women in Mathematics, Inc.",RI,3,Rhode Island
Association of Children's Museums,VA,1,Virginia
"Association of Universities for Research in Astronomy, Inc.",AZ,14,Arizona
Assumption College,MA,2,Massachusetts
Astronomical Society of the Pacific,CA,1,California
Astrophysical Research Consortium,WA,1,Washington
Athens State University,AL,2,Alabama
"Atkinson, Joshua T",CA,1,California
Atlanta Botanical Garden,GA,2,Georgia
Atlanta Technical College,GA,1,Georgia
Atlantic Cape Community College,NJ,2,New Jersey
Atmospheric and Environmental Research Inc,MA,10,Massachusetts
Atomnaut Inc.,CA,1,California
Atrevida Science LLC,NC,1,North Carolina
Attogene Corp,TX,1,Texas
Auburn University,AL,240,Alabama
Auburn University at Montgomery,AL,6,Alabama
Augsburg University,MN,9,Minnesota
Augustana College,IL,4,Illinois
Augustana University Association,SD,9,South Dakota
"Augustine, Jonah",WI,1,Wisconsin
Aurora Flight Sciences Corporation,VA,1,Virginia
Aurora University,IL,2,Illinois
Austin College,TX,1,Texas
Austin Community College,TX,5,Texas
Austin Peay State University,TN,4,Tennessee
"Automated Controversy Detection, Inc.",MA,1,Massachusetts
"Avery, Montie S",MN,1,Minnesota
Avila University,MO,2,Missouri
"Aviles-Rodriguez, Kevin J",MA,1,Massachusetts
"Avisi Technologies, Inc",CA,1,California
"Avium, LLC",KS,1,Kansas
Axon Dx LLC,VA,2,Virginia
"Ayala, Andrea Josefina",GA,1,Georgia
Azusa Pacific University,CA,2,California
BABYLON MICRO-FARMS INC.,VA,1,Virginia
"BACKSTOP NEURAL, INC",TX,1,Texas
BACTANA CORP.,CT,1,Connecticut
BACTRIA PHARMACEUTICALS LLC,CO,1,Colorado
"BADVR, INC.",CA,1,California
BALLYDEL TECHNOLOGIES INC.,DE,2,Delaware
BANYU CARBON INC,WA,1,Washington
"BAONANO, LLC",AZ,1,Arizona
BARLEY & BRITCHES INC.,NY,1,New York
"BASS AGRITECH, INC",MO,1,Missouri
"BATTERY STREAK, INC.",CA,1,California
BAY AREA BIOSCIENCE EDUCATION COMMUNITY,CA,1,California
"BBC Studios Americas, Inc.",NY,2,New York
"BDYWR, LLC",IN,1,Indiana
BEAMFEED LLC,NY,1,New York
"BEAMLINK, INC.",CA,2,California
BEEKEEPING 101 LLC,OH,1,Ohio
"BEESAFE LABS, LLC",CA,1,California
BEHAIVIOR LLC,PA,1,Pennsylvania
"BEKEN BIO, INC.",CA,1,California
BENANOVA Inc,NC,2,North Carolina
"BENCHMARK LABS, INC.",CA,1,California
BENJAMIN FRANKLIN CUMMINGS INSTITUTE OF TECHNOLOGY,MA,3,Massachusetts
BERD LLC,MN,1,Minnesota
BERKELEY MARINE ROBOTICS INC.,CA,1,California
BERKM INC,MA,1,Massachusetts
BESPOKE BIOTHERAPEUTICS LLC,CA,1,California
"BETA ANALYTIC, INC.",FL,1,Florida
BETAFELD LLC,MA,1,Massachusetts
"BEYOND BENIGN, INC.",MA,1,Massachusetts
"BEYOND SILICON, INC.",AZ,1,Arizona
BEYOND THE DOME INC,CA,1,California
BEZWADA BIOMEDICAL LLC,NJ,2,New Jersey
BICURE LLC,CA,1,California
"BIKO BIOLABS, LLC",MA,1,Massachusetts
BIOAESTHETICS CORPORATION,NC,1,North Carolina
"BIOCHIP LABS, INC.",OH,2,Ohio
BIOCOGNIV INC.,VT,1,Vermont
BIOCOGNON LLC,PA,1,Pennsylvania
BIODESIGN CHALLENGE INC,NY,1,New York
BIODEVEK INC,MA,2,Massachusetts
BIODIVERSITY OUTREACH NETWORK,AZ,2,Arizona
BIODYNAMIK,CA,1,California
BIOIMAGINIX LLC,WV,1,West Virginia
BIOINDUSTRIAL MANUFACTURING AND DESIGN ECOSYSTEM,CA,3,California
"BIOLATTICE, LLC",PA,1,Pennsylvania
"BIOMESENSE, INC.",IL,2,Illinois
BIOMILITUS LLC,CA,1,California
"BIOMIMICRY DESIGN ALLIANCE, LLC",CO,1,Colorado
"BIOMIMICS, LLC",CA,2,California
BIOSAPIEN INC.,CA,1,California
"BIOSENS8, INC.",MA,2,Massachusetts
"BIOSUPERIOR TECHNOLOGY, INC.",CA,1,California
"BIOTECH NATURALE, INC",WA,1,Washington
BIOTRONIC INNOVATIONS LLC,AZ,1,Arizona
"BIOZ, INC.",CA,1,California
"BIRCH BIOSCIENCES, LLC",OR,2,Oregon
BIRDHABITATBOT LLC,CT,1,Connecticut
BIRED IMAGING INC,NY,2,New York
BLACK IN MARINE SCIENCE,WA,3,Washington
BLACKHAWK TECHNICAL COLLEGE DISTRICT,WI,1,Wisconsin
"BLEEXY, LLC",VA,1,Virginia
BLINXEL LLC,CA,1,California
"BLOCKALYTICS, LLC",GA,1,Georgia
"BLOCKSYNOP, INC.",MD,1,Maryland
BLOCKY INC.,MT,1,Montana
BLOCMOUNT LLC,TX,1,Texas
"BLOOM SURGICAL, INC.",UT,1,Utah
BLOOMALO LLC,GA,1,Georgia
BLOSSOM SURGICAL LLC,OR,1,Oregon
"BLUE CRANIUM, LLC",OH,1,Ohio
BLUE MARBLE SPACE,DE,1,Delaware
BLUEDOT PHOTONICS INC.,WA,1,Washington
BLUEFUSION INC.,MA,1,Massachusetts
"BLUESHIFT OPTICS, LLC",CA,1,California
"BLUESHIFT, LLC",CO,1,Colorado
BLUESTEM BIOSCIENCES INC,NE,2,Nebraska
"BLUEWONDER CREATIVE, LLC",TN,1,Tennessee
BLUSPHINX INC,TX,1,Texas
BOARD OF TRUSTEES OF COMMUNITY COLLEGE DISTRICT #508,IL,1,Illinois
"BONDTRUE, LLC",MD,1,Maryland
BONDWELL TECHNOLOGIES LP,TX,1,Texas
BORON NITRIDE POWER LLC,IL,1,Illinois
"BOSTON GEOSPATIAL, INC.",MA,1,Massachusetts
BOTANY AI INC.,NC,1,North Carolina
BOTELMOT RESEARCH LLC,FL,1,Florida
"BOX ROBOTICS, INC.",PA,1,Pennsylvania
"BRADLEY, CARYN",CA,1,California
BRAILLEWEAR,DE,1,Delaware
"BRAINSOFT, LLC",IA,1,Iowa
"BRAINSTORM THERAPEUTICS, INC.",CA,1,California
"BRAVE VIRTUAL WORLDS, INC.",VA,1,Virginia
BRIDGEVALLEY COMMUNITY & TECHNICAL COLLEGE,WV,1,West Virginia
BRIDGEWATER STATE UNIVERSITY,MA,9,Massachusetts
"BRIGHTLIGHT PHOTONICS, INC",MA,1,Massachusetts
"BRILLIANTMD, LLC",CA,1,California
"BRIMSTONE ENERGY, INC.",CA,1,California
"BRIO DATA GROUP, LLC",OK,1,Oklahoma
"BROWARD EDUCATION FOUNDATION, INC",FL,1,Florida
"BROWNBACK STUDIOS, LLC",CO,1,Colorado
BSCS Science Learning,CO,8,Colorado
"BULLSEYE BIODEVICES, INC.",NJ,1,New Jersey
BUREAU OF THE CENSUS,MD,8,Maryland
"BURLINGTON BIO, INC.",VT,1,Vermont
Babson College,MA,2,Massachusetts
"Bacon, Curtis W",MO,1,Missouri
"Bagheri, Fatemeh",TX,1,Texas
"Bagherian, Hengameh",MA,1,Massachusetts
"Bailey, Virginia",NY,1,New York
"Baiz, Marcella D",PA,1,Pennsylvania
Baker University,KS,2,Kansas
"Baker, Dorothy N",CA,1,California
Bakersfield College,CA,2,California
"Bakker, Rachael A",WA,1,Washington
Baldwin Wallace University,OH,4,Ohio
Ball State University,IN,19,Indiana
Bank Street College of Education,NY,2,New York
Bansen Labs LLC,PA,2,Pennsylvania
"Barbasch, Tina",MA,1,Massachusetts
"Barbery, Monica R",TX,1,Texas
Bard College,NY,7,New York
"Barefoot, Eric A",TX,1,Texas
"Barela Hudgell, Megan A",NM,1,New Mexico
"Barkley, Grant",MA,1,Massachusetts
Barnard College,NY,34,New York
"Barnes, Allison C",NC,1,North Carolina
"Barnes, Julia Gabrielle",PA,1,Pennsylvania
"Barrett, Meghan",PA,1,Pennsylvania
"Barrows, John K",GA,1,Georgia
"Barrozo, Enrico Rey",TX,1,Texas
Barry University,FL,2,Florida
"Batarseh, Tiffany N",CA,1,California
"Batchelor, Cameron J",WI,1,Wisconsin
Bates College,ME,10,Maine
Baton Rouge Community College,LA,2,Louisiana
Battelle Memorial Institute,OH,16,Ohio
BattelleEd.org,OH,1,Ohio
"Baugh, Samuel J",CA,1,California
"Baxter, Devontae",CA,1,California
Bay Area Environmental Research Institute,CA,3,California
Bay Mills Community College,MI,3,Michigan
"Bayala, Erick Xavier",IL,1,Illinois
Baylor College of Medicine,TX,20,Texas
Baylor University,TX,98,Texas
"Beam, Johanna K",PA,1,Pennsylvania
"Becker, Amelia Ann",MA,1,Massachusetts
"Beckerson, William Christopher",KY,1,Kentucky
"Beckey, Jacob Lucas",CO,1,Colorado
Beckman Research Institute City of Hope,CA,1,California
"Beekie, Rajendra",NY,1,New York
"Belanger, Bryce Kenneth",TN,1,Tennessee
"Belasen, Anat",TX,1,Texas
"Belitz, Michael W",FL,1,Florida
"Bell, Avery Davis",GA,1,Georgia
Bellarmine University,KY,2,Kentucky
Bellevue College,WA,5,Washington
Belmont Abbey College,NC,1,North Carolina
Belmont Scientific Inc.,MA,1,Massachusetts
Belmont University,TN,2,Tennessee
Bemidji State University,MN,3,Minnesota
"Bender Tech, LLC",NC,1,North Carolina
Benedict College,SC,7,South Carolina
Benedictine University,IL,4,Illinois
"Benner, Bayleigh Esther",WI,1,Wisconsin
"Benning, John W",MN,1,Minnesota
Bennington College,VT,2,Vermont
"Benthall, Sebastian",NY,1,New York
Bentley University,MA,8,Massachusetts
"Bentz, Ehren James",OR,1,Oregon
"Benzeev, Rayna",CO,1,Colorado
Berea College,KY,4,Kentucky
"Bergey, Claire Augusta",WI,1,Wisconsin
Berkeley Geochronology Center,CA,14,California
"Bernal, Jacob J",AZ,1,Arizona
Bernice P Bishop Museum,HI,6,Hawaii
"Bernstein, Justin Matthew",NJ,1,New Jersey
"Berrios, Louis",SC,1,South Carolina
Berry College,GA,6,Georgia
"Bertolet, Brittni L",IN,1,Indiana
Beth Israel Deaconess Medical Center,MA,7,Massachusetts
"Bethea, Candace",NY,1,New York
Bethel University,MN,5,Minnesota
Bethune-Cookman University,FL,5,Florida
"Betke, Briana",TX,1,Texas
"Bhatnagar, Tejasi",WI,1,Wisconsin
"Bhouri, Mohamed Aziz",NY,1,New York
"Biasi, Joseph A",CA,1,California
Bigelow Laboratory for Ocean Sciences,ME,33,Maine
"Bigman, Jennifer",WA,1,Washington
"BioAmp Diagnostics, Inc.",CA,2,California
