inst_name,code,num_grants,state
"STEMEd, LLC",CA,1,California
"STEMLOOP, INC.",IL,1,Illinois
STERILE GEEKS VR INC,FL,1,Florida
STL SCIENTIFIC LLC,CA,1,California
"STOKE SPACE TECHNOLOGIES, INC.",WA,2,Washington
"STORX TECHNOLOGIES, INC.",CA,2,California
"STRANGE DEVELOPMENT, INC.",MI,1,Michigan
STRATAJAM LLC,TX,1,Texas
STRIVISION LLC,CO,1,Colorado
STUDENT RESEARCH & DEVELOPMENT,WA,1,Washington
STYLOSONIC LLC,CA,1,California
SUBMARINE SCIENTIFIC LLC,CA,1,California
"SUBSEA DATA SYSTEMS, INC.",FL,1,Florida
"SUBSEASAIL, INC",CA,1,California
"SUBTIDAL, INC.",MA,1,Massachusetts
SUBTLE TECHNOLOGY LLC,VA,1,Virginia
SUBUAS LLC,NJ,1,New Jersey
"SUFFICIENTLY ADVANCED, INC.",CA,1,California
SUMAQ LIFE LLC,MI,1,Michigan
SUMMARY ANALYTICS INC.,WA,1,Washington
SUNAIRIO INC.,MD,1,Maryland
SUNCHEM LLC,CA,1,California
"SUNESTA SOLAR, INC.",AZ,1,Arizona
"SUNFLY BRANDS, INC.",WA,2,Washington
"SUNTHETICS, INC.",TX,2,Texas
SUNY Adirondack,NY,1,New York
SUNY CANTON,NY,1,New York
SUNY College at Brockport,NY,8,New York
SUNY College at Buffalo,NY,2,New York
SUNY College at Cortland,NY,2,New York
SUNY College at Fredonia,NY,2,New York
SUNY College at Geneseo,NY,10,New York
SUNY College at New Paltz,NY,3,New York
SUNY College at Old Westbury,NY,10,New York
SUNY College at Oneonta,NY,3,New York
SUNY College at Oswego,NY,14,New York
SUNY College at Plattsburgh,NY,1,New York
SUNY College at Potsdam,NY,5,New York
SUNY College at Purchase,NY,2,New York
SUNY College of Environmental Science and Forestry,NY,34,New York
SUNY College of Technology Alfred,NY,1,New York
SUNY College of Technology Farmingdale,NY,2,New York
SUNY Empire State College,NY,1,New York
SUNY Onondaga Community College,NY,5,New York
SUNY Polytechnic Institute,NY,15,New York
SUNY System Administration,NY,1,New York
SUNY at Albany,NY,122,New York
SUNY at Binghamton,NY,154,New York
SUNY at Buffalo,NY,327,New York
SUNY at Stony Brook,NY,351,New York
"SUNY, Upstate Medical University",NY,2,New York
SUPER.TECH LABS INC.,IL,1,Illinois
SUPERBLOOM DESIGN,NY,1,New York
"SUPERCLEAN GLASS, INC.",NY,2,New York
SUPERIOR NANO LLC,MN,2,Minnesota
"SUPERIOR STATISTICAL RESEARCH, LLC",IA,1,Iowa
SUPERMEM INC.,CA,1,California
SUPREMETRIC LLC,NY,2,New York
"SURGEPOWER MATERIALS, INC.",TX,1,Texas
"SURGIC, LLC",TX,1,Texas
"SURGICAL VISION SYSTEMS, INC.",MD,1,Maryland
SURGIVANCE INC.,NY,1,New York
SUSMAX LLC,PA,2,Pennsylvania
SUSTAINABLE MANUFACTURING INNOVATION ALLIANCE CORP.,NY,3,New York
SUSTEON INC.,NC,1,North Carolina
SWAY INNOVATION CO.,CA,1,California
"SYGNAMAP, INC.",TX,1,Texas
SYNAPTEK LLC,KY,1,Kentucky
"SYNC, INC.",AL,1,Alabama
"SYNSORYBIO, INC.",MA,1,Massachusetts
"SYNTHETIC VECTOR DESIGNS, LLC",MO,1,Missouri
SYNTOPA INC.,CA,1,California
SYZYGY OPTICS LLC,NC,1,North Carolina
Sacred Heart University,CT,6,Connecticut
Saddleback College,CA,1,California
"SageFox Consulting Group, LLC",MA,6,Massachusetts
Saginaw Chippewa Tribal College,MI,1,Michigan
"Sahi, Razia S",NJ,1,New Jersey
Saint Augustine's College,NC,6,North Carolina
Saint Bonaventure University,NY,3,New York
Saint Edward's University,TX,3,Texas
Saint Francis University,PA,1,Pennsylvania
Saint John's University,NY,16,New York
Saint Joseph's College,ME,3,Maine
Saint Lawrence University,NY,4,New York
"Saint Leo University, Inc.",FL,1,Florida
Saint Louis University,MO,50,Missouri
Saint Martin's University,WA,2,Washington
Saint Mary's College of California,CA,9,California
Saint Mary's University of Minnesota,MN,2,Minnesota
Saint Michael's College,VT,2,Vermont
Saint Olaf College,MN,8,Minnesota
Saint Paul College-A community & Technical College,MN,1,Minnesota
Saint Vincent College,PA,3,Pennsylvania
"Saldivar, Jolene Antonette",CA,1,California
"Saleh, Nicholas William",CA,1,California
Salem State University,MA,2,Massachusetts
Salisbury University,MD,6,Maryland
Salish Kootenai College,MT,9,Montana
Salt Lake Community College,UT,5,Utah
"Salter, Jessie Frances",CA,1,California
Salve Regina University,RI,2,Rhode Island
Sam Houston State University,TX,17,Texas
Samford University,AL,2,Alabama
"Samuel, Jenna",CA,1,California
San Antonio College,TX,1,Texas
San Diego Society of Natural History,CA,3,California
San Diego State University Foundation,CA,153,California
San Francisco State University,CA,65,California
San Jacinto College District,TX,5,Texas
San Joaquin Delta College,CA,1,California
San Jose State University Foundation,CA,82,California
San Mateo County Community College District,CA,5,California
"Sanchez Lievanos, Karla Rosalia",NY,1,New York
"Sanchez, Andre",CA,1,California
"Sanchez, Anthony",WA,1,Washington
"Sanchez, Joshua J",WA,1,Washington
"Sanchez, Mario",CA,1,California
"Sanchez, Natalie Nicole",WA,1,Washington
"Sanchez, Vanessa",MA,1,Massachusetts
SandBox Semiconductor Incorporated,TX,1,Texas
"Sandoval-Powers, Megan A",OR,1,Oregon
"Sandstedt, Gabrielle D",UT,1,Utah
Sanford Research/USD,ND,1,North Dakota
"Sangiovanni Vincentelli, Marco Antonio",NJ,1,New Jersey
Santa Barbara Museum of Natural History,CA,1,California
Santa Clara University,CA,38,California
Santa Fe College,FL,1,Florida
Santa Fe Community College,NM,2,New Mexico
Santa Fe Institute,NM,22,New Mexico
Santa Monica College,CA,2,California
Santiago Canyon College,CA,1,California
"Santiago, Ty J",CT,1,Connecticut
"Santiago-Rosario, Luis Y",LA,1,Louisiana
Sarah Lawrence College,NY,1,New York
"Sarro, Erica",WA,1,Washington
Sassafras Tech Collective,MI,1,Michigan
"Sasya, LLC",MN,1,Minnesota
"Satterlee, James W",NY,1,New York
"Sauer, Jason Robert",AZ,1,Arizona
Savage Medical Inc.,CA,2,California
Savannah State University,GA,7,Georgia
"Scarpetta, Simon G",TX,1,Texas
"Schafran, Peter W",NY,1,New York
"Schiller, Christopher M",MT,1,Montana
"Schiller, Lauren Kelly",NJ,1,New Jersey
"Schmidt, Steven E",CA,1,California
"Schneider, Joshua L",PA,1,Pennsylvania
"Schneider, Ryan",CA,1,California
"Schock, Nolan Jeffry",IL,1,Illinois
School Board of Broward County Florida,FL,2,Florida
School for American Research,NM,1,New Mexico
"Schulberg, Sara",CA,1,California
"Schulz, Aimee J",NY,1,New York
"Schumacher, Kristen",IL,1,Illinois
"Science Communication Lab, Inc.",CA,2,California
Science Education Solutions Inc,NM,2,New Mexico
Science Museum of Minnesota,MN,10,Minnesota
Sciencenter,NY,1,New York
Scientific Committee on Oceanic Research (SCOR),DE,4,Delaware
"Sclafani, Judith A",IL,1,Illinois
"Scott, Reum",NY,1,New York
Scripps College,CA,10,California
Sea Education Association,MA,3,Massachusetts
Sea Research Foundation,CT,2,Connecticut
Sealaska Heritage Institute,AK,3,Alaska
Search Technology Inc,GA,1,Georgia
"Sears, Caitlyn",NY,1,New York
Seattle Children's Hospital,WA,3,Washington
Seattle Community College District Office,WA,4,Washington
Seattle Pacific University,WA,2,Washington
Seattle University,WA,17,Washington
Secure Food Solutions,TN,1,Tennessee
"Seelinger, George H",MI,1,Michigan
"Seligman, Darryl Zachary",NY,1,New York
Seminole State College of Florida,FL,1,Florida
"Senger, Andrew",MA,1,Massachusetts
SensIT Ventures Inc,CA,1,California
Sentinel Environmental Group LLC,TX,1,Texas
"Sequoia Scientific, Inc.",WA,1,Washington
"Serinus Labs, Inc.",CA,1,California
Sesame Workshop,NY,1,New York
Seton Hall University,NJ,3,New Jersey
Seton Hill University,PA,1,Pennsylvania
"Setton, Emily Victoria Whitney",WI,1,Wisconsin
"Seyler, Caroline Elizabeth",TX,1,Texas
"Seymour, Nikki M",CO,1,Colorado
"Shaddox, Heather R",CA,1,California
"Shah, Shailee",NY,1,New York
"Shaheen, Samuel",PA,1,Pennsylvania
"Shamloo, Hannah I",AZ,1,Arizona
"Sharo, Andrew George",CA,1,California
"Shaughnessy, Ciaran A",CO,1,Colorado
Shaw University,NC,3,North Carolina
Shawnee State University,OH,1,Ohio
Sheehan                 Patrick        D,IL,1,Illinois
"Sheffer, Monica M",WA,1,Washington
"Sheikh, Sofia Zara",CA,1,California
"Shek, Katherine L",OR,1,Oregon
"Shenfeld, Yair",NJ,1,New Jersey
Shepherd University,WV,3,West Virginia
"Sherman, Brynn E",CT,1,Connecticut
"Sherman-Bennett, Melissa U",CA,1,California
"Sherpa, Sonam Futi",VA,1,Virginia
"Shin, Tobias",NY,1,New York
"Shinevar, William J",MA,1,Massachusetts
"Shipley, Benjamin R",GA,1,Georgia
"Shipp, Nora Rose Nedde",MA,1,Massachusetts
Shippensburg University of Pennsylvania,PA,2,Pennsylvania
"Shoemaker, William Randolph",IN,1,Indiana
"Shogren, Elsie H",KS,1,Kansas
Shoreline Community College,WA,2,Washington
"Short, Aidan William",OR,1,Oregon
"Short, Rachel A",TX,1,Texas
"Shropshire, John Dylan",MT,1,Montana
Siena Heights University,MI,1,Michigan
Sierra Streams Institute,CA,1,California
"Silver-Gorges, Ian Michael",FL,1,Florida
Silverside Detectors Inc.,MA,1,Massachusetts
Silvis Materials,CO,2,Colorado
Simmons University,MA,4,Massachusetts
Simon                   Joseph,WI,1,Wisconsin
Simon's Rock of Bard College,MA,3,Massachusetts
"Simonis, Molly C",OH,1,Ohio
"Simonitis, Lauren Eve",TX,1,Texas
Simpson College,IA,1,Iowa
"Simpson, Austyn",IL,1,Illinois
"Sims, Melissa",MD,1,Maryland
Sinclair Community College,OH,10,Ohio
Sinovia Technologies,CA,1,California
"Sisk, Lucinda M",CT,1,Connecticut
Sisseton Wahpeton Community College,SD,5,South Dakota
Sitka Tribe of Alaska,AK,1,Alaska
Sitting Bull College,ND,5,North Dakota
Skagit Valley College,WA,1,Washington
Skidmore College,NY,12,New York
"Skoog, Emilie",CA,1,California
SkyNano LLC,TN,1,Tennessee
Slippery Rock University of Pennsylvania,PA,2,Pennsylvania
Sloan Kettering Institute For Cancer Research,NY,3,New York
SmartBot360,CA,1,California
Smith College,MA,34,Massachusetts
"Smith, Alexander D",MA,1,Massachusetts
"Smith, Gordon P",AZ,1,Arizona
"Smith, Jason D",MI,1,Michigan
"Smith, Megan",OH,1,Ohio
"Smith, Sierra N",OK,1,Oklahoma
"Smith-Vidaurre, Grace",NM,1,New Mexico
Smithsonian Institution Astrophysical Observatory,MA,26,Massachusetts
"Smyth, Jane E",NJ,1,New Jersey
"Snead, Anthony Andrew",AL,1,Alabama
"Snodgrass, Samantha",IA,1,Iowa
Snow College,UT,1,Utah
"Snyder, Elise Delaney",IN,1,Indiana
Social Science Research Council,NY,3,New York
Society For Developmental Biol,MD,1,Maryland
Society For Industrial and Applied Math (SIAM),PA,5,Pennsylvania
Society for Advancement of Chicanos & Native Americans in Sci,CA,2,California
Society for In Vitro Biology,MD,2,Maryland
Society for Personality and Social Psychology,VA,4,Virginia
Society for Social Studies of Science,LA,1,Louisiana
Society of Manufacturing Engineers,MI,1,Michigan
Society of Sedimentary Geology SEPM,TX,1,Texas
Society of Wetland Scientists,WI,1,Wisconsin
Society of Women Engineers,IL,2,Illinois
"Soil Culture Solutions, LLC",FL,1,Florida
Soka University of America,CA,1,California
SolMem LLC,TX,1,Texas
Solsona Enterprise LLC,CA,1,California
Sonoma State University,CA,11,California
"Sorouri, Bahareh",CA,1,California
South Carolina State University,SC,4,South Carolina
South Central College,MN,2,Minnesota
South Dakota Board of Regents,SD,2,South Dakota
South Dakota School of Mines and Technology,SD,62,South Dakota
South Dakota State University,SD,63,South Dakota
South Florida State College,FL,3,Florida
South Plains College,TX,1,Texas
South Texas College,TX,2,Texas
Southeast Community College,NE,3,Nebraska
Southeast Missouri State University,MO,4,Missouri
Southeastern Community College,NC,1,North Carolina
Southeastern Community College Burlington,IA,1,Iowa
Southeastern Louisiana University,LA,6,Louisiana
Southern Adventist University,TN,1,Tennessee
Southern Arkansas University Main Campus,AR,1,Arkansas
Southern Connecticut State University,CT,6,Connecticut
Southern Illinois University at Carbondale,IL,44,Illinois
Southern Illinois University at Edwardsville,IL,13,Illinois
Southern Methodist University,TX,94,Texas
Southern Oregon University,OR,5,Oregon
Southern University,LA,19,Louisiana
Southern University New Orleans,LA,2,Louisiana
Southern University at Shreveport,LA,2,Louisiana
Southern Utah University,UT,8,Utah
Southern West Virginia Community College,WV,1,West Virginia
Southside Virginia Community College,VA,1,Virginia
Southwest Research Institute,TX,11,Texas
Southwestern College,CA,4,California
Southwestern Indian Polytechnic Institute,NM,1,New Mexico
Southwestern University,TX,3,Texas
Space Balloon Technologies Corp.,FL,2,Florida
"Sparks, Morgan",IN,1,Indiana
Spartanburg Community College,SC,3,South Carolina
Spaulding Rehabilitation Hospital,MA,1,Massachusetts
Spectral Sciences Inc,MA,1,Massachusetts
Spelman College,GA,23,Georgia
"Spiegel, Daniel David",CO,1,Colorado
"Spiro, Sam",CA,1,California
"Spitler, Ryan",TX,1,Texas
Spring Hill College,AL,2,Alabama
"SpringGem Weather Information, LLC",MD,1,Maryland
"St Dizier, Avery",NY,1,New York
"St John, Michelle E",CA,1,California
St Joseph's University,PA,3,Pennsylvania
St Jude Children's Research Hospital,TN,5,Tennessee
St Mary's College,IN,2,Indiana
St Mary's College of Maryland,MD,11,Maryland
St Mary's University San Antonio,TX,10,Texas
St Peter's University,NJ,2,New Jersey
St. Catherine University,MN,4,Minnesota
St. Charles Community College,MO,2,Missouri
St. Cloud State University,MN,2,Minnesota
St. Cloud Technical College,MN,1,Minnesota
St. John Fisher College,NY,2,New York
St. Norbert College,WI,3,Wisconsin
St. Petersburg College,FL,3,Florida
"StabiLux Biosciences, Inc",MI,1,Michigan
"Stackhouse, Chavis A",NY,1,New York
"Stager, Maria",SC,1,South Carolina
Stanford University,CA,513,California
"Stanley, Lauren Elizabeth",MI,1,Michigan
"Stansfield, Alyssa M",NY,1,New York
"Stanton, Lauren Ashely",CA,1,California
Stark State College of Technology,OH,3,Ohio
Startle Innovation LLC,NY,2,New York
State Fair Community College,MO,1,Missouri
"State Office of Education, Utah",UT,1,Utah
State University of New York College of Technology at Canton,NY,3,New York
"Steele, Margaret I",MO,1,Missouri
Steger                  Cara           E,CO,1,Colorado
"Steigerwald, Emma Cathleen",CA,1,California
"Stemo, Aaron",CO,1,Colorado
"Stepaniants, George",WA,1,Washington
Stephen F. Austin State University,TX,6,Texas
"Stern, Daniel",NJ,1,New Jersey
Stetson University,FL,6,Florida
Stevens Institute of Technology,NJ,142,New Jersey
"Stevens, Madison P",ID,1,Idaho
"Stevenson Engineering, LLC",CO,1,Colorado
Stevenson University,MD,1,Maryland
Stillman College,AL,3,Alabama
Stochastic Research Technologies LLC,IL,2,Illinois
Stockton University,NJ,5,New Jersey
"Stokes, McKenzie",NC,1,North Carolina
"Stoll, Marijke M",IL,1,Illinois
Stone Child College,MT,1,Montana
"Stone, Benjamin W",IN,1,Indiana
"Stone, Jessica",CA,1,California
"Storks, Levi",MO,1,Missouri
Stoy                    Kayla,GA,1,Georgia
"Strados Labs, Inc.",GA,2,Georgia
Strategic Energy Innovations,CA,1,California
"Stretch Med, inc.",TX,1,Texas
"Strickland, Lynette Renae",IL,1,Illinois
"Strobel, Sarah McKay",CA,1,California
Stroud Water Research Center,PA,5,Pennsylvania
"Stryker, Douglas John",NJ,1,New Jersey
Suffolk Community College,NY,5,New York
Suffolk University,MA,6,Massachusetts
Sugarcube Systems,OR,1,Oregon
"Suissa, Jacob S",MA,1,Massachusetts
"Sukhdeo, Raymond",CA,1,California
Sul Ross State University,TX,2,Texas
"Sullivan, Colleen E",AZ,1,Arizona
"Summers, Betsy Marie",NM,1,New Mexico
"Sumner, Brandon C",AZ,1,Arizona
SunDensity Inc.,MA,1,Massachusetts
Sunthru LLC,NY,2,New York
Supranational LLC,MA,2,Massachusetts
"SurfPlasma, Inc.",FL,2,Florida
Susquehanna University,PA,2,Pennsylvania
"Sussman, Ethan W",MA,1,Massachusetts
Sustainable Horizons Institute,CA,5,California
Sustainable Road Engineering Inc,FL,1,Florida
Suvlu                   Dylan          J,ME,1,Maine
"Swafford, Andrew JM",MA,1,Massachusetts
"Swaminathan, Ashvin Anand",NJ,1,New Jersey
"Swanson, Mark T",LA,1,Louisiana
Swarthmore College,PA,22,Pennsylvania
Sweet Briar College,VA,1,Virginia
"Sweeting, Brandon Scott",AL,1,Alabama
"Sweeting, Naomi",MA,1,Massachusetts
"Swentowsky, Kyle W",NY,1,New York
Swift Coat,AZ,1,Arizona
Swift Solar Inc.,CA,1,California
"Swift, Joel F",KS,1,Kansas
Swinomish Indian Tribal Community,WA,1,Washington
"Symbrosia, Inc.",HI,2,Hawaii
"SynMatter, LLC",FL,1,Florida
Synopic Inc.,TX,1,Texas
Synvivia,CA,1,California
Syracuse University,NY,206,New York
Systems Research and Consulting,MI,1,Michigan
Syzygy Plasmonics Inc,TX,1,Texas
"T-OMEGA WIND, INC.",MA,1,Massachusetts
"T33 DENTAL, INC.",MA,1,Massachusetts
"TACIT THERAPEUTICS, INC.",CA,1,California
TACTORUM INC.,NY,1,New York
"TAGORE TECHNOLOGY, INC.",IL,1,Illinois
TAILORED ALLOYS LLC,OH,1,Ohio
TAKA SOLAR CORPORATION,CA,1,California
TALK COACHES INC,TX,1,Texas
"TALUS BIOSCIENCE, INC.",WA,1,Washington
TANDA BIOTECH CORPORATION,IL,1,Illinois
TANGIBLE ROBOTICS INC,NY,1,New York
TARTAN LLC,CA,1,California
TATUM ROBOTICS LLC,MA,2,Massachusetts
TAU OPTICS INC.,FL,1,Florida
TAUMAT LLC,MD,2,Maryland
"TAURUS DIAGNOSTICS, INC",NY,1,New York
TCPoly,GA,2,Georgia
TD POLYMERS LLC,FL,1,Florida
TEALE ENGINEERING LLC,TX,1,Texas
"TEARDX, LLC",NY,1,New York
TECTARIA BIO LLC,NC,1,North Carolina
TEGA Therapeutics Inc,CA,1,California
"TEMPRIAN ONCOLOGY, INC.",IL,1,Illinois
"TENDER FOOD, INC",MA,2,Massachusetts
TENDO TECHNOLOGIES INC,NJ,2,New Jersey
TENVOS INC.,CA,1,California
TERASPATIAL INC,CA,1,California
TERC Inc,MA,30,Massachusetts
TERECIRCUITS CORPORATION,CA,2,California
"TERRA AI, INC",CA,1,California
"TERRA COVER, INC.",CO,1,Colorado
TERRA WATTS INC.,TN,1,Tennessee
"TERRAFERMA FOODS, INC.",CA,1,California
TERRAFORMA CARBON LLC,PA,1,Pennsylvania
"TERRAFUSE, INC.",CA,1,California
TERRAGIA BIOFUEL INC,NH,1,New Hampshire
"TERRAINWORKS, INC.",CA,1,California
TERRAN ROBOTICS INC.,IN,1,Indiana
"TERRY VENTURES, LLC",IL,1,Illinois
TEVERRA LLC,GA,1,Georgia
TEXAS A&M UNIVERSITY - VICTORIA,TX,2,Texas
TEXAS MICROSINTERING LLC,TX,1,Texas
TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER AT EL PASO,TX,1,Texas
TFWIRELESS INC.,MN,2,Minnesota
THE ALLEN INSTITUTE FOR ARTIFICIAL INTELLIGENCE,WA,4,Washington
THE INDUSTRIAL COMMONS,NC,1,North Carolina
THERACEA PHARMA LC,AZ,2,Arizona
"THERAFLUOR, INC.",OR,1,Oregon
THERAPEUTIC BANDAGE PRODUCTS LLC,CT,1,Connecticut
"THERMAQUIL, INC.",PA,1,Pennsylvania
"THERMOAI, INC.",VA,1,Virginia
THERMOCAP LABORATORIES INC,OR,2,Oregon
THEROMICS INC.,MA,2,Massachusetts
"THINK BIOSCIENCE, INC.",CO,2,Colorado
THINTRONICS INC,CA,1,California
THIOZEN INC.,CA,2,California
"THIRD FLOOR MATERIALS, INC.",NC,1,North Carolina
"THOMAS JEFFERSON FOUNDATION, INC.",VA,1,Virginia
"THRIVEE, INC.",NY,1,New York
TIAMI LLC,CA,1,California
TIBBAR PLASMA TECHNOLOGIES INC.,NM,1,New Mexico
TILE FARM LLC,NM,1,New Mexico
"TINKERCAST, LLC",NJ,1,New Jersey
"TINY CARGO COMPANY, THE",VA,1,Virginia
"TISSUEFORM, INC.",CO,1,Colorado
"TIWAZ TECHNOLOGIES, LLC",TX,1,Texas
"TJB MEDICAL, INC.",MN,1,Minnesota
TLC MILLIMETER WAVE PRODUCTS INC.,MN,1,Minnesota
TMT INTERNATIONAL OBSERVATORY LLC,CA,2,California
"TOP GRAIN TECHNOLOGIES, INC.",TX,1,Texas
"TOPOLIGHT, INC.",CA,1,California
TOPOS INSTITUTE,CA,1,California
"TORO BIO, INC.",CA,1,California
"TORRE SPACE AND POWER SYSTEMS, L.L.C.",AR,2,Arkansas
TOTAL ANALYSIS L.L.C.,MI,1,Michigan
"TOWARD A BETTER HUMANITY, LLC",PA,1,Pennsylvania
TPL LLC,MI,1,Michigan
"TQIntelligence, Inc.",GA,1,Georgia
TRANSCEND INC,NY,1,New York
TRANSPARENT PATH SPC,WA,1,Washington
TRANSPORT PHENOMENA TECHNOLOGIES,MA,1,Massachusetts
TRASH INC.,CA,1,California
"TRAVERA, INC.",MA,1,Massachusetts
"TRAXyL, Inc.",VA,1,Virginia
"TREECO, INC.",NC,1,North Carolina
TREES ROI LLC,VT,1,Vermont
TREESWIFT INC,PA,2,Pennsylvania
TRESTLE OPTICS LLC,CA,1,California
TREYSTA MEDICAL TECHNOLOGIES INC,FL,1,Florida
TRGel LLC,CA,1,California
TRIANGLE ENVIRONMENTAL HEALTH INITIATIVE LLC,NC,1,North Carolina
TRIC ROBOTICS LLC,CA,2,California
"TRINE UNIVERSITY, INC",IN,1,Indiana
TROPOSPHERE MONITORING INC.,TX,1,Texas
"TRUSPIN NANOMATERIAL INNOVATION, INC.",AL,2,Alabama
TRUSTEDAVWARE LLC,MI,1,Michigan
"TUMBLEHOME, INC.",MA,2,Massachusetts
TUNABOTICS LLC,NY,1,New York
TURBO POWER SEMICONDUCTOR INC.,TX,1,Texas
"TWO BEARS ENVIRONMENTAL CONSULTING, LLC",AK,2,Alaska
TYFAST ENERGY CORP.,CA,2,California
"Tabbaa, Manal",CA,1,California
"Takase, Alberto",CA,1,California
Talladega College,AL,1,Alabama
Tallahassee Community College,FL,1,Florida
Tangible Research Inc.,CA,1,California
"Tapanes, Elizabeth",CA,1,California
Tarleton State University,TX,5,Texas
Tarrant County College District,TX,1,Texas
"Tashjian, Sarah M",CA,1,California
"Taylor, Jeremy W",CA,1,California
"Teachers College, Columbia University",NY,17,New York
Teachers Development Group,OR,2,Oregon
"Technology Entrepreneur Center, Inc.",MO,1,Missouri
"Tellez, Krissie",CA,1,California
Temple University,PA,186,Pennsylvania
Tempo Therapeutics,CA,2,California
"Tenenbaum, Debora",NY,1,New York
Tennessee State University,TN,48,Tennessee
Tennessee Technological University,TN,48,Tennessee
Tennessee Wesleyan College,TN,1,Tennessee
Terra State Community College,OH,1,Ohio
Tethys Research LLC,ME,1,Maine
Texas A&M AgriLife Extension Service,TX,2,Texas
Texas A&M AgriLife Research,TX,42,Texas
Texas A&M Engineering Experiment Station,TX,372,Texas
Texas A&M International University,TX,10,Texas
Texas A&M Research Foundation,TX,2,Texas
Texas A&M University,TX,373,Texas
Texas A&M University - Central Texas,TX,3,Texas
Texas A&M University Corpus Christi,TX,57,Texas
Texas A&M University-Kingsville,TX,14,Texas
Texas A&M University-San Antonio,TX,17,Texas
Texas Asssociation of Developing Colleges,TX,1,Texas
Texas Christian University,TX,16,Texas
Texas College,TX,3,Texas
Texas Energy Poverty Research Institute,TX,1,Texas
Texas Lutheran University,TX,3,Texas
Texas Southern University,TX,12,Texas
Texas State Technical College,TX,1,Texas
Texas State University - San Marcos,TX,113,Texas
Texas Tech University,TX,192,Texas
Texas Tech University Health Science Center,TX,8,Texas
Texas Wesleyan University,TX,2,Texas
Texas Woman's University,TX,11,Texas
The Alexandria Archive Institute,CA,2,California
The Art Institute of Chicago,IL,1,Illinois
The Baton Rouge Area Foundation,LA,2,Louisiana
The Chicago School of Professional Psychology,IL,2,Illinois
The Children's Hospital of Philadelphia,PA,4,Pennsylvania
The College Board,NY,2,New York
The College of Idaho,ID,4,Idaho
The College of New Jersey,NJ,18,New Jersey
The Delaware Tribe,OK,1,Oklahoma
The Fab Foundation,MA,1,Massachusetts
The Forsyth Institute,MA,1,Massachusetts
The Foundation for Santa Barbara City College,CA,2,California
The Geochemical Society,VA,1,Virginia
"The Geological Society of America, Inc.",CO,8,Colorado
The HDF Group,IL,1,Illinois
The High Desert Museum,OR,1,Oregon
The Holden Arboretum,OH,1,Ohio
The J. David Gladstone Institutes,CA,3,California
The Learning Partnership,IL,6,Illinois
The Methodist Hospital Research Institute,TX,4,Texas
The National GEM Consortium,VA,3,Virginia
The New School,NY,6,New York
The New York City Foundation for Computer Science Education,NY,6,New York
The POGIL Project,PA,2,Pennsylvania
The Peregrine Fund,ID,1,Idaho
The Quilt,WA,6,Washington
The Research Institute at Nationwide Children's Hospital,OH,2,Ohio
The Salk Institute for Biological Studies,CA,7,California
The Scripps Research Institute,CA,17,California
The Texas A&M University System,TX,2,Texas
The Texas A&M University System HSC,TX,11,Texas
The Tor Project,NH,1,New Hampshire
"The University Corporation, Northridge",CA,69,California
The University of Central Florida Board of Trustees,FL,262,Florida
The University of Louisiana at Monroe,LA,2,Louisiana
The University of Montana-Western,MT,4,Montana
"The University of Tennessee, Memphis - The Health Science Center",TN,2,Tennessee
The University of Texas Health Science Center at Houston,TX,23,Texas
The University of Texas Health Science Center at Tyler,TX,1,Texas
The University of Texas Rio Grande Valley,TX,84,Texas
The Water Institute of the Gulf,LA,3,Louisiana
The Waynesburg University,PA,1,Pennsylvania
"Theion Agriculture, LLC",IA,1,Iowa
ThermoDynamic Films,NM,1,New Mexico
Thinking Robots Inc.,MA,1,Massachusetts
"Thoma, Eric Michael",NY,1,New York
Thomas Jefferson University,PA,4,Pennsylvania
"Thomas, Scott",OH,1,Ohio
"Thoms, David",IN,1,Indiana
"Thornton, Riley",CA,1,California
Three3,TN,1,Tennessee
ThruPore Technologies,DE,1,Delaware
ThruWave Inc.,WA,1,Washington
"Tian, David",CA,1,California
Tides Center,CA,2,California
Tidewater Community College,VA,1,Virginia
"Tingle, Jessica",CA,1,California
Tinsman                 Jen            C,CA,1,California
"Tiptek, LLC",PA,1,Pennsylvania
Tivey                   Trevor         R,OR,1,Oregon
Tohono O'odham Community College,AZ,1,Arizona
"Tollerson, Rodney W",CA,1,California
Tompkins Cortland Community College,NY,1,New York
"Torkelson, Gregory Quigley",CA,1,California
"Torres, Christopher",TX,1,Texas
Tortuga Agricultural Technologies,CO,1,Colorado
"Torvinen, Andrea",AZ,1,Arizona
Tougaloo College,MS,6,Mississippi
"Tovar Mendoza, Guadalupe",WA,1,Washington
Towson University,MD,25,Maryland
Toyota Technological Institute at Chicago,IL,11,Illinois
"Transaera, Inc.",MA,1,Massachusetts
Translational Genomics Research Instittue,AZ,1,Arizona
"Treidel, Lisa A",CA,1,California
Tremmel                 Michael        J,CT,1,Connecticut
"Triangle Biotechnology, Inc.",NC,1,North Carolina
Tribal Nations Research Group,ND,1,North Dakota
"Tribble, Carrie M",HI,1,Hawaii
Trident Technical College,SC,2,South Carolina
"Trinh, Minh-Tam Quang",IL,1,Illinois
Trinity Christian College,IL,2,Illinois
Trinity College,CT,6,Connecticut
Trinity University,TX,15,Texas
Trivium Consulting,FL,1,Florida
Trocaire College,NY,1,New York
Troy University,AL,4,Alabama
"Trubovitz, Sarah",NV,1,Nevada
